,rand_index,SITE ID,datetime,hour,二氧化硫,溫度,一氧化碳,臭氧,細懸浮微粒,相對濕度,懸浮微粒,二氧化氮
335,307808,EPA041,2019-01-16,8,0.8,16.5,0.52,52,6,85,20,4.5
336,316592,EPA042,2019-01-16,8,1.9,16.9,0.64,22,16,92,32,20
337,325376,EPA043,2019-01-16,8,1.5,17.4,0.57,28,18,90,32,13
338,334160,EPA044,2019-01-16,8,0.2,17.8,0.47,31,14,88,41,13
339,342944,EPA045,2019-01-16,8,0.9,17.9,0.6,28,22,91,42,18
340,351728,EPA046,2019-01-16,8,1.3,17.7,0.68,24,27,91,45,20
341,360512,EPA047,2019-01-16,8,1.3,19.4,0.37,14,21,87,72,6.7
342,369296,EPA048,2019-01-16,8,1.3,18.2,0.44,20,36,88,55,16
343,378080,EPA049,2019-01-16,8,2.2,18.4,0.51,15,35,91,51,22
344,395648,EPA050,2019-01-16,8,3.4,19.1,0.68,6,40,91,60,29
345,404432,EPA051,2019-01-16,8,1.6,18.5,0.51,6.9,40,97,75,23
346,413216,EPA052,2019-01-16,8,4.6,20.1,0.63,5.3,43,88,74,29
347,422000,EPA053,2019-01-16,8,1.4,17.9,0.47,20,39,91,45,16
348,430784,EPA054,2019-01-16,8,1.1,19.2,0.61,16,30,91,56,18
349,439568,EPA056,2019-01-16,8,1.6,18.7,0.65,15,41,91,52,20
350,448352,EPA057,2019-01-16,8,1,19.5,0.97,6.9,36,87,60,27
351,457136,EPA058,2019-01-16,8,1.9,20.2,0.65,6.9,37,99,52,25
352,465920,EPA059,2019-01-16,8,1.4,19.3,0.47,14,43,91,63,14
353,483488,EPA060,2019-01-16,8,2.2,19.4,0.49,7.4,38,94,80,15
354,492272,EPA061,2019-01-16,8,0.7,20.9,0.22,46,2,93,1,2
355,501056,EPA062,2019-01-16,8,1.1,21.3,0.51,26,5,80,26,7.3
356,509840,EPA063,2019-01-16,8,1.2,19.7,0.45,50,5,80,11,6.3
357,518624,EPA064,2019-01-16,8,0.9,10.7,0.35,49,2,100,8,1.6
358,527408,EPA065,2019-01-16,8,1.7,17.3,0.57,46,7,84,12,8.8
359,536192,EPA066,2019-01-16,8,0.6,17.1,0.49,42,6,93,12,17
360,544976,EPA067,2019-01-16,8,3.2,17.4,1.88,39,10,84,27,49
361,553760,EPA068,2019-01-16,8,2.9,15.9,1.2,13,9,92,19,41
362,562544,EPA069,2019-01-16,8,1.9,16.7,0.41,24,13,94,23,12
363,580112,EPA070,2019-01-16,8,2.7,15.6,1.12,29,6,88,14,29
364,588896,EPA071,2019-01-16,8,2.5,19.7,1.43,5.6,40,88,66,28
365,597680,EPA072,2019-01-16,8,2.2,18.3,0.5,9.8,29,86,47,15
366,606464,EPA075,2019-01-16,8,2.2,9.8,0.58,47,32,79,57,5.6
367,615248,EPA077,2019-01-16,8,2.3,13.7,0.54,33,19,74,29,10
368,624032,EPA078,2019-01-16,8,0.4,16.6,0.69,39,15,83,22,6.5
369,641600,EPA080,2019-01-16,8,1.2,18.4,0.57,36,7,89,5,4.9
370,392,EPA001,2019-01-17,8,1.1,15.3,0.29,41,9,90,20,4.2
371,97016,EPA002,2019-01-17,8,1.1,15.3,0.43,31,2,94,10,16
372,193640,EPA003,2019-01-17,8,1.3,16,0.26,48,10,90,44,2.1
373,290264,EPA004,2019-01-17,8,1.5,16.6,0.56,22,9,87,13,27
374,386888,EPA005,2019-01-17,8,1.9,15.9,0.61,26,10,85,13,21
375,474728,EPA006,2019-01-17,8,2.6,16.2,0.96,11,8,86,17,35
376,571352,EPA007,2019-01-17,8,1.6,15.6,0.55,20,9,81,24,27
377,632840,EPA008,2019-01-17,8,1.8,15.6,0.68,17,9,83,20,25
378,667976,EPA009,2019-01-17,8,1,12.9,0.32,40,8.428571429,99,23,7.6
379,9176,EPA010,2019-01-17,8,0.8,13.8,0.29,45,12,95,22,3.8
380,17960,EPA011,2019-01-17,8,1.1,16.5,0.57,24,5,81,11,22
381,26744,EPA012,2019-01-17,8,2.6,16,1.14,9.2,10,90,22,39
382,35528,EPA013,2019-01-17,8,1.4,16.6,0.67,13,5,82,19,32
383,44312,EPA014,2019-01-17,8,1.1,15.5,0.68,19,7,90,22,28
384,53096,EPA015,2019-01-17,8,1.2,15,0.64,17,6,89,21,31
385,70664,EPA017,2019-01-17,8,2.5,13.7,0.51,28,14,90,14,16
386,79448,EPA018,2019-01-17,8,1.2,14.1,0.29,46,19,92,37,7.1
387,88232,EPA019,2019-01-17,8,1.1,14.2,0.26,40,27,91,38,4.4
388,105800,EPA020,2019-01-17,8,1.6,14,0.49,30,17,91,28,18
389,114584,EPA021,2019-01-17,8,1.6,13.2,0.49,27,6,98,25,18
390,123368,EPA022,2019-01-17,8,1.6,13.2,0.3,41,9,87,37,5.3
391,132152,EPA023,2019-01-17,8,1.4,15.9,0.39,26,9,89,14,12
392,140936,EPA024,2019-01-17,8,2.3,14.9,0.39,31,21,88,36,11.4
393,149720,EPA025,2019-01-17,8,1.5,14.1,0.4,30,11,80,32,12
394,158504,EPA026,2019-01-17,8,2.5,14.7,0.47,26,14,89,32,13
395,167288,EPA027,2019-01-17,8,1.6,12.3,0.34,31,1,98,10,12
396,176072,EPA028,2019-01-17,8,1.7,13.6,0.36,27,8,94,17,11
397,184856,EPA029,2019-01-17,8,1.9,15.3,0.35,36,10,83,26,9.9
398,202424,EPA030,2019-01-17,8,1.8,16.6,0.54,22,3,81,16,17
399,211208,EPA031,2019-01-17,8,1.1,14.9,0.44,25,6,83,20,15
400,219992,EPA032,2019-01-17,8,1.2,14.7,0.35,33,10,85,32,9.5
401,228776,EPA033,2019-01-17,8,2.7,15.9,0.52,27,10,82,19,15
402,237560,EPA034,2019-01-17,8,2.5,16.1,0.35,38,11,82,32,9.7
403,246344,EPA035,2019-01-17,8,1.8,16.1,0.33,32,12,87,34,7
404,255128,EPA036,2019-01-17,8,1.4,15.7,0.92,14,5,89,19,22
405,263912,EPA037,2019-01-17,8,1.9,15.9,0.35,21,15,87,25,17
406,272696,EPA038,2019-01-17,8,1.2,15.8,0.32,34,19,91,18,9.3
407,281480,EPA039,2019-01-17,8,1.7,15.2,0.39,30,19,87,31,8.6
408,299048,EPA040,2019-01-17,8,2.4,16.8,0.41,25,12,90,36,13
409,307832,EPA041,2019-01-17,8,0.8,15.7,0.27,43,13,90,36,3.3
410,316616,EPA042,2019-01-17,8,2,15.1,0.48,19,4,89,20,19
411,325400,EPA043,2019-01-17,8,1.3,16,0.4,23,15,85,30,11
412,334184,EPA044,2019-01-17,8,0.3,16.2,0.37,24,4,86,32,13.88888889
413,342968,EPA045,2019-01-17,8,1.9,16.4,0.49,25,7,86,32,14
414,351752,EPA046,2019-01-17,8,1.8,16.2,0.54,21,16,88,31,17
415,360536,EPA047,2019-01-17,8,1.5,18.2,0.41,7.3,18,90,44,8.6
416,369320,EPA048,2019-01-17,8,1.2,16.6,0.46,13,24,91,31,16
417,378104,EPA049,2019-01-17,8,1.7,17,0.58,9.3,21,91,23,19
418,395672,EPA050,2019-01-17,8,3.2,17.7,0.7,5.9,41,92,39.5,24
419,404456,EPA051,2019-01-17,8,2.6,18.2,0.63,4.4,30,91,44,21
420,413240,EPA052,2019-01-17,8,5.9,19.3,0.56,7.4,27,85,53,17
421,422024,EPA053,2019-01-17,8,1.4,16.4,0.47,12,20,92,23,15
422,430808,EPA054,2019-01-17,8,1.5,17.7,0.59,11,9,92,28,15
423,439592,EPA056,2019-01-17,8,1.4,17.2,0.59,13,24,90,30,14
424,448376,EPA057,2019-01-17,8,1,18,0.93,6.7,17,86,32,23
425,457160,EPA058,2019-01-17,8,2.4,19.3,0.87,4.6,23,96,38,26
426,465944,EPA059,2019-01-17,8,1.8,19.1,0.64,5.8,26,88,51,16
427,483512,EPA060,2019-01-17,8,2.2,19.4,0.55,6.2,27,90,51,12
428,492296,EPA061,2019-01-17,8,0.9,22.1,0.22,41,4,78,12,1.8
429,501080,EPA062,2019-01-17,8,1.2,20.5,0.51,23,5,76,11,7.9
430,509864,EPA063,2019-01-17,8,1.4,20.5,0.37,39,3,68,7,6.4
431,518648,EPA064,2019-01-17,8,1.3,9.6,0.22,42,3,100,7,1.3
432,527432,EPA065,2019-01-17,8,4.7,16.2,0.47,24,4,85,11,9.9
433,536216,EPA066,2019-01-17,8,1.6,16.7,0.32,29,3,82,5,11
434,545000,EPA067,2019-01-17,8,4.2,16.5,2.18,31,4,82,28,47
435,553784,EPA068,2019-01-17,8,1.5,14.3,0.65,21,17,90,29,32
436,562568,EPA069,2019-01-17,8,1.9,14.7,0.35,21,9,94,16,13
437,580136,EPA070,2019-01-17,8,1.9,15,1.28,18,5,88,15,30
438,588920,EPA071,2019-01-17,8,2.3,18.2,1.12,6.5,21,89,31,22
439,597704,EPA072,2019-01-17,8,1.9,17,0.34,13,11,87,13,11
440,606488,EPA075,2019-01-17,8,1.9,9.5,0.63,29,37,79,57,6.866666667
441,615272,EPA077,2019-01-17,8,3.7,12.5,0.81,16,46,79,63,16
442,624056,EPA078,2019-01-17,8,1.9,15.5,0.34,29,20,79,39,6.2
443,641624,EPA080,2019-01-17,8,1.6,18.2,0.47,27,7,82,15,5.9
444,416,EPA001,2019-01-18,8,1,17,0.3,42,18,60,48,6.5
445,97040,EPA002,2019-01-18,8,1.8,16.6,0.66,18,17,64,45,31
446,193664,EPA003,2019-01-18,8,1.6,17.6,0.26,51,15,63,47,3
447,290288,EPA004,2019-01-18,8,1.6,18.2,0.43,34,16,60,41,16
448,386912,EPA005,2019-01-18,8,1.9,17.2,0.47,38,17,56,44,14
449,474752,EPA006,2019-01-18,8,1.6,17.9,0.47,36,15,53,48,17
450,571376,EPA007,2019-01-18,8,1.7,17.7,0.55,33,15,51,61,20
451,632864,EPA008,2019-01-18,8,2.2,16.9,0.6,25,13,55,43,23
452,668000,EPA009,2019-01-18,8,1.1,14.8,0.37,36,14,64,51,18
453,9200,EPA010,2019-01-18,8,0.5,17.7,0.24,47,16,57,36,5.9
454,17984,EPA011,2019-01-18,8,1.5,18.1,0.32,44,25,58,39,9.6
455,26768,EPA012,2019-01-18,8,2.1,16.6,0.94,13,18,65,53,40
456,35552,EPA013,2019-01-18,8,1.5,17,0.58,21,16,56,48,29
457,44336,EPA014,2019-01-18,8,1.7,17.2,0.41,37,16,57,44,15
458,53120,EPA015,2019-01-18,8,0.7,16,0.65,19,25,61,52,32
459,70688,EPA017,2019-01-18,8,3.4,15.4,0.54,32,18,64,46,16
460,79472,EPA018,2019-01-18,8,1.7,17.3,0.32,43,22,67,51,17
461,88256,EPA019,2019-01-18,8,3.8,17,0.28,38,28,58,59,15
462,105824,EPA020,2019-01-18,8,2.7,16.3,0.56,37,19,62,53,17
463,114608,EPA021,2019-01-18,8,2.4,15.2,0.46,39,16,65,52,14
464,123392,EPA022,2019-01-18,8,1.9,15.8,0.32,40,15,60,48,14
465,132176,EPA023,2019-01-18,8,2.1,15.9,0.5,23,18,75,30,9.5
466,140960,EPA024,2019-01-18,8,2.3,17,0.5,30,19,61,47,18
467,149744,EPA025,2019-01-18,8,0.885714286,13.2,0.84,6.7,14,73,45,24
468,158528,EPA026,2019-01-18,8,1.7,13.7,0.68,11,23,78,36,18
469,167312,EPA027,2019-01-18,8,2.4,13.3,0.39,16,15,98,27,16
470,176096,EPA028,2019-01-18,8,3.6,15.3,0.68,7.1,7,85,37,17
471,184880,EPA029,2019-01-18,8,2.9,15.3,0.71,8.8,18,76,40,29
472,202448,EPA030,2019-01-18,8,3,16.2,0.71,6.6,19,78,46,24
473,211232,EPA031,2019-01-18,8,3.1,16.3,0.93,4.9,16,72,35,25
474,220016,EPA032,2019-01-18,8,2.4,15.9,0.62,10,10,74,42,19
475,228800,EPA033,2019-01-18,8,1.5,16.8,0.78,6.1,20,72,35,26
476,237584,EPA034,2019-01-18,8,3.4,15.5,0.47,14,24,75,48,26
477,246368,EPA035,2019-01-18,8,3,15.7,0.4,18.5,20,82,66,15
478,255152,EPA036,2019-01-18,8,1.4,16.4,0.67,7.4,26,84,47,15
479,263936,EPA037,2019-01-18,8,4.3,16.4,0.59,14,18,77,60,20
480,272720,EPA038,2019-01-18,8,2.6,15.3,0.42,21,37,91,52,9.68
481,281504,EPA039,2019-01-18,8,2.2,14.8,0.49,19,35,80,59,15
482,299072,EPA040,2019-01-18,8,2.3,16.5,0.45,18,25,82,66,14
483,307856,EPA041,2019-01-18,8,4.7,15.9,0.48,23.5,28,81,63,15
484,316640,EPA042,2019-01-18,8,2.8,15.5,0.6,14,36,81,68,20
485,325424,EPA043,2019-01-18,8,2.5,16.3,0.49,15,36,77,70,18
486,334208,EPA044,2019-01-18,8,3,16.8,0.49,16,46,78,77,17
487,342992,EPA045,2019-01-18,8,2.2,16.6,0.67,15,37,82,106,18
488,351776,EPA046,2019-01-18,8,2.7,16.1,0.89,13,44,86,90,24
489,360560,EPA047,2019-01-18,8,1.5,17.4,0.52,10,43,83,97,10
490,369344,EPA048,2019-01-18,8,4,16.4,0.73,11,55,81,95,28
491,378128,EPA049,2019-01-18,8,3.8,16.5,0.91,9.1,60,83,98,30
492,395696,EPA050,2019-01-18,8,8.2,17.4,0.95,6,52,78,100,32
493,404480,EPA051,2019-01-18,8,6.7,17.5,0.93,7.1,54,85,105,31
494,413264,EPA052,2019-01-18,8,7.8,18.5,0.66,9.8,60,80,107,25
495,422048,EPA053,2019-01-18,8,3.4,15.7,0.63,9.3,55,83,91,26
496,430832,EPA054,2019-01-18,8,5,17.4,0.87,17.25,43,81,86,25
497,439616,EPA056,2019-01-18,8,4.9,16.5,0.79,13,66,82,87,23
498,448400,EPA057,2019-01-18,8,3.5,18.2,1.22,7.9,52,75,87,32
499,457184,EPA058,2019-01-18,8,3.5,19.5,0.9,12,45,76,76,29
500,465968,EPA059,2019-01-18,8,2.4,17.3,0.82,9.7,54,84,87,20
501,483536,EPA060,2019-01-18,8,2.3,18.3,0.53,10,41,97,83,14
502,492320,EPA061,2019-01-18,8,0.8,20.4,0.22,49,14,76,30,2
503,501104,EPA062,2019-01-18,8,1.1,19.4,0.48,31,21,67,32,8.4
504,509888,EPA063,2019-01-18,8,2.3,18.7,0.4,35,18,56,54,16
505,518672,EPA064,2019-01-18,8,2.3,9.6,0.19,46,19,90,41,2.5
506,527456,EPA065,2019-01-18,8,2.4,15.6,0.44,28,16,70,43,9.2
507,536240,EPA066,2019-01-18,8,2.2,15.8,0.38,21,19,75,49,14
508,545024,EPA067,2019-01-18,8,0.9,17.4,1.45,30,23,57,85,49
509,553808,EPA068,2019-01-18,8,2.3,16.5,1.14,21,22,62,52,34
510,562592,EPA069,2019-01-18,8,3.48,9.34,0.418,20.46666667,20.85714286,73.8,36.42857143,11
511,580160,EPA070,2019-01-18,8,1.7,18.6,0.89,36,13,61,37,19
512,588944,EPA071,2019-01-18,8,3.7,18.1,1.52,7.7,52,78,96,31
513,597728,EPA072,2019-01-18,8,1.7,14.4,0.38,11,12,78,21,11
514,606512,EPA075,2019-01-18,8,3,9.8,0.42,44,44,72,87,7.3
515,615296,EPA077,2019-01-18,8,3.5,12.2,0.53,42,38,56,79,9.4
516,624080,EPA078,2019-01-18,8,0.8,17,0.33,34,23,69,54,6.1
517,641648,EPA080,2019-01-18,8,1.1,16.5,0.44,33,16,77,39,6.7
518,440,EPA001,2019-01-19,8,2.6,17.2,0.43,16,18,70,39,21
519,97064,EPA002,2019-01-19,8,4.1,16.8,0.99,5,20,78,43,31
520,193688,EPA003,2019-01-19,8,2.4,18.3,0.34,22,11,70,21,13
521,290312,EPA004,2019-01-19,8,2.1,17,0.7,6.5,16,74,29,23
522,386936,EPA005,2019-01-19,8,8.9,16.4,0.84,7.1,23,76,45,28
523,474776,EPA006,2019-01-19,8,8.3,17.7,0.91,10,31,73,56,31
524,571400,EPA007,2019-01-19,8,8.7,17.3,1.12,7.9,34,73,75,36
525,632888,EPA008,2019-01-19,8,4.7,17.1,0.91,11,24,72,47,26
526,668024,EPA009,2019-01-19,8,3.6,15,0.7,9.5,38,90,80,34
527,9224,EPA010,2019-01-19,8,5.2,17.2,0.57,11,17,81,46,24
528,18008,EPA011,2019-01-19,8,4.4,17.9,0.87,9.1,13,74,47,30
529,26792,EPA012,2019-01-19,8,2.8,17.6,1.25,7.6,18,76,51,32
530,35576,EPA013,2019-01-19,8,3,17.5,0.95,9.2,26,71,38,28
531,44360,EPA014,2019-01-19,8,2.5,16.8,0.86,9.2,19,71,37,26
532,53144,EPA015,2019-01-19,8,4.6,16.7,0.98,5.9,18,72,51,34
533,70712,EPA017,2019-01-19,8,4,15.3,0.84,13,31,86,79,28
534,79496,EPA018,2019-01-19,8,3,17.1,0.43,35,42,90,73,11
535,88280,EPA019,2019-01-19,8,3.5,16.3,0.41,31,57,92,86,12
536,105848,EPA020,2019-01-19,8,2.7,16.2,0.58,20,38,87,77,24
537,114632,EPA021,2019-01-19,8,1.7,15.6,0.54,20,22,88,69,14
538,123416,EPA022,2019-01-19,8,3.8,15.8,0.53,25,40,84,96,22
539,132200,EPA023,2019-01-19,8,2.044444444,22.43846154,0.375185185,35.59259259,20.92592593,59.38461538,54.18518519,14.82222222
540,140984,EPA024,2019-01-19,8,1.9,16.7,0.54,28,51,86,94,16
541,149768,EPA025,2019-01-19,8,2.2,15.7,0.5,25,48,80,117,17
542,158552,EPA026,2019-01-19,8,3.8,15.9,0.6,21,45,88,101,17
543,167336,EPA027,2019-01-19,8,2.3,14.4,0.38,21,18,98,36,7.6
544,176120,EPA028,2019-01-19,8,2.3,16.6,0.84,7.6,24,82,53,22
545,184904,EPA029,2019-01-19,8,2.2,17.2,0.6,24,50,84,83,20
546,202472,EPA030,2019-01-19,8,4.3,17.6,1.14,5.3,45,85,98,29
547,211256,EPA031,2019-01-19,8,2.1,17.3,0.76,12,51,79,66,25
548,220040,EPA032,2019-01-19,8,2.6,17,0.58,17,53,82,89,19
549,228824,EPA033,2019-01-19,8,3.2,15.8,0.81,14,54,84,90,27
550,237608,EPA034,2019-01-19,8,5,17.1,0.63,25,49,86,93,21
551,246392,EPA035,2019-01-19,8,4.5,17.1,0.72,20,40,95,137,17
552,255176,EPA036,2019-01-19,8,2,17.1,0.7,7.3,61,87,95,18
553,263960,EPA037,2019-01-19,8,3.1,17.6,0.54,12,67,84,110,21
554,272744,EPA038,2019-01-19,8,3.1,16.6,0.63,17,79,91,131,20
555,281528,EPA039,2019-01-19,8,2.5,15.6,0.52,16,54,93,118,15
556,299096,EPA040,2019-01-19,8,1.6,16.8,0.51,18,63,97,137,14
557,307880,EPA041,2019-01-19,8,4.5,16.8,0.47,41,52,90,92,10
558,316664,EPA042,2019-01-19,8,4.7,16.9,0.71,8.7,60,87,132,23
559,325448,EPA043,2019-01-19,8,2.6,17.5,0.56,12,82,87,128,19
560,334232,EPA044,2019-01-19,8,3.7,18.1,0.52,14,69,84,135,18
561,343016,EPA045,2019-01-19,8,1.5,17.9,0.63,17,67,85,132,21
562,351800,EPA046,2019-01-19,8,3.8,17.8,0.79,17,61,86,133,24
563,360584,EPA047,2019-01-19,8,1.2,19.9,0.45,15,31,80,86,10
564,369368,EPA048,2019-01-19,8,2.9,18.3,0.6,15,64,82,115,23
565,378152,EPA049,2019-01-19,8,2.8,18.6,0.76,9.8,55,83,104,32
566,395720,EPA050,2019-01-19,8,5.3,19.7,0.93,8.8,45,75,104,35
567,404504,EPA051,2019-01-19,8,4.6,20.1,0.85,9.5,47,81,103,37
568,413288,EPA052,2019-01-19,8,7.6,21.2,0.57,20,51,75,108,28
569,422072,EPA053,2019-01-19,8,2.3,17.6,0.64,12,75,84,102,22
570,430856,EPA054,2019-01-19,8,2.8,19.4,0.7,22,54,81,99,22
571,439640,EPA056,2019-01-19,8,3.6,18.6,0.82,21,58,81,104,21
572,448424,EPA057,2019-01-19,8,3.3,20.1,1.1,13,60,74,101,32
573,457208,EPA058,2019-01-19,8,6.2,21.5,1.07,7.2,49,71,95,43
574,465992,EPA059,2019-01-19,8,2.9,21,0.68,22,41,76,87,21
575,483560,EPA060,2019-01-19,8,2.5,20.7,0.51,20,37,80,89,16
576,492344,EPA061,2019-01-19,8,1.109090909,21.5,0.16,45,10,73,26,1.8
577,501128,EPA062,2019-01-19,8,1,20,0.36,18,9,65,22,5.5
578,509912,EPA063,2019-01-19,8,0.8,18.7,0.24,21,13,66,20,5.7
579,518696,EPA064,2019-01-19,8,1.4,14.1,0.19,42,14,79,24,1.2
580,527480,EPA065,2019-01-19,8,1.3,17.7,0.3,23,8,64,19,8
581,536264,EPA066,2019-01-19,8,3,16.9,0.63,7.8,18,72,72,24
582,545048,EPA067,2019-01-19,8,6.1,18.1,3,28,38,72,65,48
583,553832,EPA068,2019-01-19,8,1.9,16.7,1.21,11,35,83,74,31
584,562616,EPA069,2019-01-19,8,2.2,16.6,0.47,7.2,43,93,97,13
585,580184,EPA070,2019-01-19,8,3.1,18.6,2.01,7.7,17,72,34,31
586,588968,EPA071,2019-01-19,8,3.4,20.1,1.41,12,61,77,114,33
587,597752,EPA072,2019-01-19,8,3.5,16,0.57,9,31,82,63,16
588,606536,EPA075,2019-01-19,8,2.3,13,0.35,33,28,78,59,10
589,615320,EPA077,2019-01-19,8,7.2,16.1,0.4,21,40,68,89,24
590,624104,EPA078,2019-01-19,8,0.8,18.3,0.35,30,27,80,53,7.6
591,641672,EPA080,2019-01-19,8,1.9,17.2,0.3,14,10,78,33,10
592,464,EPA001,2019-01-20,8,3.1,18.9,0.83,11,27,89,54,24
593,97088,EPA002,2019-01-20,8,1.7,19.4,0.61,19,27,88,49,22
594,193712,EPA003,2019-01-20,8,3.5,20.2,0.22,44,19,84,33,6.4
595,290336,EPA004,2019-01-20,8,1.6,19.9,0.53,8.9,11,76,19,17
596,386960,EPA005,2019-01-20,8,1.5,19.3,1.03,8.4,23,77,35,26
597,474800,EPA006,2019-01-20,8,2.6,20.1,0.98,8.5,25,74,44,32
598,571424,EPA007,2019-01-20,8,3.3,19.6,0.69,18,34,74,61,28
599,632912,EPA008,2019-01-20,8,2.9,19.2,0.77,10,28,79,54,26
600,668048,EPA009,2019-01-20,8,2.2,17.4,0.3,36,25,91,49,12
601,9248,EPA010,2019-01-20,8,3.9,19.5,0.38,25,24,88,46,13
602,18032,EPA011,2019-01-20,8,2.8,19.5,0.72,10,20,78,40,27
603,26816,EPA012,2019-01-20,8,1.1,19.1,0.82,9.8,21,87,57,31
604,35600,EPA013,2019-01-20,8,0.5,19.5,0.83,6.2,10,77,33,28
605,44384,EPA014,2019-01-20,8,0.7,18.6,0.74,6,17,81,31,22
606,53168,EPA015,2019-01-20,8,2,18.3,0.71,8.2,17,83,58,30
607,70736,EPA017,2019-01-20,8,3.3,18.2,0.54,23,33,85,55,16
608,79520,EPA018,2019-01-20,8,0.8,18.5,0.27,35,27,87,47,17
609,88304,EPA019,2019-01-20,8,6.7,17.9,0.26,34,38,94,51,11
610,105872,EPA020,2019-01-20,8,2.7,18.1,0.61,24,48,90,67,23
611,114656,EPA021,2019-01-20,8,11,17.1,0.87,13,48,92,79,31
612,123440,EPA022,2019-01-20,8,3.9,17.9,0.38,32,38,85,68,15
613,132224,EPA023,2019-01-20,8,4.8,18.1,0.64,12,27,87,60,23
614,141008,EPA024,2019-01-20,8,3.3,19,0.44,26,54,85,74,15
615,149792,EPA025,2019-01-20,8,2.9,18.3,0.45,19,49,81,94,19
616,158576,EPA026,2019-01-20,8,6.5,17.4,0.63,7.2,71,93,136,24
617,167360,EPA027,2019-01-20,8,3.2,16,0.44,11,30,98,53,13
618,176144,EPA028,2019-01-20,8,3,18.4,0.7,7.8,18,81,49,20
619,184928,EPA029,2019-01-20,8,2,19.1,0.52,17,59,86,80,18
620,202496,EPA030,2019-01-20,8,3.8,19,0.71,7.2,51,85,94,22
621,211280,EPA031,2019-01-20,8,2.4,19.4,0.62,9.3,40,74,67,20
622,220064,EPA032,2019-01-20,8,2.7,19.3,0.59,11,53,77,83,21
623,228848,EPA033,2019-01-20,8,4.7,16.7,0.69,13,65,83,82,20
624,237632,EPA034,2019-01-20,8,4.5,18.3,0.49,21,56,89,83,20
625,246416,EPA035,2019-01-20,8,5.9,18.6,0.57,19,62,93,134,17
626,255200,EPA036,2019-01-20,8,1.285714286,19.53928571,0.521071429,25.72093023,23.74074074,72.85714286,41.81481481,16.67857143
627,263984,EPA037,2019-01-20,8,4.5,20.4,0.87,10,94,78,137,24
628,272768,EPA038,2019-01-20,8,4.7,18.3,0.52,18,84,91,134,16
629,281552,EPA039,2019-01-20,8,4.2,18.4,0.6,13,81,88,140,16
630,299120,EPA040,2019-01-20,8,2.1,19.6,0.54,15,77,92,154,14
631,307904,EPA041,2019-01-20,8,4,17.9,0.33,30,64,90,85,9.7
632,316688,EPA042,2019-01-20,8,4.5,19.8,1.04,7.9,93,81,140,27
633,325472,EPA043,2019-01-20,8,3.8,20.2,0.83,7.1,100,82,140,22
634,334256,EPA044,2019-01-20,8,14,20.1,0.64,9.2,101,83,160,21
635,343040,EPA045,2019-01-20,8,4.5,20.1,0.7,9.4,86,87,142,29
636,351824,EPA046,2019-01-20,8,4.1,20,0.8,12,91,85,132,26
637,360608,EPA047,2019-01-20,8,1.5,20.3,0.39,21,23,88,43,7.2
638,369392,EPA048,2019-01-20,8,2.8,19.8,0.56,12,67,88,92,17
639,378176,EPA049,2019-01-20,8,7.3,20.5,0.51,19,39,85,62,23
640,395744,EPA050,2019-01-20,8,2.3,20.6,0.55,24,25,82,59,17
641,404528,EPA051,2019-01-20,8,3.4,20.4,0.39,23,24,90,48,15
642,413312,EPA052,2019-01-20,8,2.7,20.9,0.4,30,25,81,50,12
643,422096,EPA053,2019-01-20,8,2.4,19.5,0.53,20,47,88,64,15
644,430880,EPA054,2019-01-20,8,2.4,21.1,0.58,24,20,82,50,15
645,439664,EPA056,2019-01-20,8,2.7,20.6,0.5,29,30,78,43,14
646,448448,EPA057,2019-01-20,8,1.8,21.5,0.6,27,22,73,40,17
647,457232,EPA058,2019-01-20,8,4.1,21.9,0.56,21,31,91,53,26
648,466016,EPA059,2019-01-20,8,2,20.4,0.48,29,38,86,63,12
649,483584,EPA060,2019-01-20,8,1.4,20.5,0.38,27,23,86,46,7.5
650,492368,EPA061,2019-01-20,8,2,21.6,0.13,36,5,88,5,1.8
651,501152,EPA062,2019-01-20,8,0.8,20.3,0.29,17,11,83,9,4.7
652,509936,EPA063,2019-01-20,8,0.9,20.6,0.24,14,6,74,18,4.1
653,518720,EPA064,2019-01-20,8,1,14.5,0.17,43,17,83,17,1.4
654,527504,EPA065,2019-01-20,8,1.8,20.1,0.39,22,14,70,21,8.2
655,536288,EPA066,2019-01-20,8,1.5,19.7,0.42,9.9,14,77,39,18
656,545072,EPA067,2019-01-20,8,5.1,19.8,2.08,26,28,78,66,43
657,553856,EPA068,2019-01-20,8,0.9,18.8,0.77,16,23,86,65,31
658,562640,EPA069,2019-01-20,8,3.6,19.3,0.75,8.9,56,85,96,22
659,580208,EPA070,2019-01-20,8,1.6,20.4,1.37,5,16,82,24,23
660,588992,EPA071,2019-01-20,8,3.2,21.5,1,20,25,77,56,21
661,597776,EPA072,2019-01-20,8,2.4,18.1,0.43,15,21,82,31,11
662,606560,EPA075,2019-01-20,8,2.7,13.1,0.61,23,42,88,89,12
663,615344,EPA077,2019-01-20,8,6.9,17.6,0.6,7.8,70,79,134,45
664,624128,EPA078,2019-01-20,8,1.2,20,0.3,27,18,72,31,10
665,641696,EPA080,2019-01-20,8,0.9,18,0.39,10,10,92,15,6.6
666,488,EPA001,2019-01-21,8,0.8,14.7,0.26,40,9,89,17,5.8
667,97112,EPA002,2019-01-21,8,1.9,14.7,0.41,26,7,92,20,21
668,193736,EPA003,2019-01-21,8,1.3,16.4,0.25,48,14,84,65,2.7
